Agent ID,Renewal Status,Policy Discounts,Risk Score,Policy ID,High_Risk_Flag,Risk Category
AGT79959332,Renewed,15,77,POL78264122,1,High Risk
AGT42370275,Renewed,31,92,POL32302882,1,High Risk
AGT51057151,Not Renewed,20,86,POL38485615,1,High Risk
AGT88067949,Renewed,14,58,POL32589050,0,Medium Risk
AGT85414123,Renewed,39,88,POL45441486,1,High Risk
AGT83550386,Not Renewed,24,75,POL47794870,1,High Risk
AGT76591497,Renewed,34,5,POL95668571,0,Low Risk
AGT93966939,Pending,13,40,POL82008946,0,Medium Risk
AGT18850349,Not Renewed,22,46,POL81654453,0,Medium Risk
AGT15410768,Not Renewed,50,76,POL96760097,1,High Risk
AGT51312897,Pending,0,98,POL31551903,1,High Risk
AGT60919788,Pending,5,35,POL00074761,0,Medium Risk
AGT81761797,Not Renewed,47,83,POL42519290,1,High Risk
AGT04159621,Pending,15,95,POL27310887,1,High Risk
AGT43990391,Renewed,39,3,POL07816782,0,Low Risk
AGT89857039,Renewed,25,19,POL60030374,0,Low Risk
AGT34800062,Renewed,17,100,POL70572993,1,High Risk
AGT12751325,Pending,7,43,POL50159442,0,Medium Risk
AGT49908037,Pending,47,77,POL37935124,1,High Risk
AGT14925607,Pending,3,23,POL85929126,0,Low Risk
AGT63123113,Renewed,0,88,POL52938288,1,High Risk
AGT22048074,Not Renewed,41,51,POL34332950,0,Medium Risk
AGT69886448,Pending,11,93,POL29296849,1,High Risk
AGT30101031,Not Renewed,39,80,POL84512558,1,High Risk
AGT01186526,Not Renewed,25,98,POL44115622,1,High Risk
AGT20596661,Not Renewed,41,2,POL17801092,0,Low Risk
AGT70143659,Pending,21,46,POL39256265,0,Medium Risk
AGT67899428,Pending,45,11,POL19672686,0,Low Risk
AGT88431514,Renewed,46,44,POL76377276,0,Medium Risk
AGT22057330,Pending,30,2,POL03458249,0,Low Risk
AGT06567193,Not Renewed,12,84,POL39135067,1,High Risk
AGT40447474,Renewed,10,9,POL45114954,0,Low Risk
AGT01771434,Renewed,43,57,POL68938255,0,Medium Risk
AGT23876503,Renewed,16,55,POL02404416,0,Medium Risk
AGT31810478,Renewed,18,100,POL89295458,1,High Risk
AGT77505248,Not Renewed,44,1,POL08440937,0,Low Risk
AGT05271428,Pending,40,7,POL06348797,0,Low Risk
AGT42352393,Renewed,16,62,POL46127836,0,High Risk
AGT92055265,Pending,11,7,POL48522495,0,Low Risk
AGT22852915,Not Renewed,15,86,POL46902142,1,High Risk
AGT11665183,Not Renewed,29,7,POL29133385,0,Low Risk
AGT50196363,Pending,19,49,POL46194153,0,Medium Risk
AGT09564313,Renewed,50,86,POL17440652,1,High Risk
AGT12015932,Not Renewed,15,79,POL72579941,1,High Risk
AGT87416341,Pending,31,87,POL82676830,1,High Risk
AGT52555788,Not Renewed,8,53,POL28936757,0,Medium Risk
AGT36320756,Not Renewed,4,82,POL12251267,1,High Risk
AGT23333689,Renewed,0,12,POL22416843,0,Low Risk
AGT65637017,Renewed,23,14,POL68142821,0,Low Risk
AGT79208224,Pending,8,69,POL80669381,0,High Risk
AGT98462246,Renewed,1,94,POL32822609,1,High Risk
AGT23957669,Pending,17,57,POL29059161,0,Medium Risk
AGT29563787,Renewed,4,19,POL21189445,0,Low Risk
AGT53155950,Renewed,24,87,POL09615361,1,High Risk
AGT44121822,Renewed,4,52,POL27717636,0,Medium Risk
AGT92189752,Not Renewed,46,82,POL85798962,1,High Risk
AGT99940899,Renewed,13,32,POL66167857,0,Medium Risk
AGT05509013,Pending,40,64,POL69786310,0,High Risk
AGT59293034,Not Renewed,13,4,POL71010293,0,Low Risk
AGT27843033,Not Renewed,39,47,POL00811165,0,Medium Risk
AGT39363349,Pending,34,57,POL61699231,0,Medium Risk
AGT28100567,Not Renewed,37,50,POL89580964,0,Medium Risk
AGT93130750,Pending,31,72,POL96606923,1,High Risk
AGT61674774,Renewed,50,86,POL03979350,1,High Risk
AGT74520619,Pending,17,73,POL36321695,1,High Risk
AGT60301160,Not Renewed,16,21,POL88479195,0,Low Risk
AGT15875136,Pending,32,45,POL16832610,0,Medium Risk
AGT23508780,Not Renewed,20,81,POL24247688,1,High Risk
AGT55711586,Renewed,10,25,POL92479874,0,Low Risk
AGT14318850,Pending,10,39,POL82794219,0,Medium Risk
AGT28512415,Pending,9,76,POL53944841,1,High Risk
AGT53076635,Renewed,23,13,POL95771628,0,Low Risk
AGT44218548,Pending,16,34,POL73436304,0,Medium Risk
AGT61369571,Pending,33,40,POL93878741,0,Medium Risk
AGT84994124,Pending,26,16,POL11162574,0,Low Risk
AGT37006469,Pending,48,85,POL49030532,1,High Risk
AGT26200980,Renewed,15,54,POL75052846,0,Medium Risk
AGT11955837,Renewed,47,20,POL06150370,0,Low Risk
AGT20680653,Not Renewed,43,58,POL94072462,0,Medium Risk
AGT00295980,Not Renewed,18,18,POL30459208,0,Low Risk
AGT43731040,Renewed,21,13,POL08890801,0,Low Risk
AGT48453053,Not Renewed,41,85,POL66485877,1,High Risk
AGT58034403,Not Renewed,19,12,POL90601372,0,Low Risk
AGT46863922,Renewed,45,47,POL35164229,0,Medium Risk
AGT59933943,Renewed,13,95,POL79738375,1,High Risk
AGT86609581,Pending,20,53,POL78451531,0,Medium Risk
AGT76468746,Pending,40,64,POL84977364,0,High Risk
AGT56444621,Renewed,7,10,POL38205564,0,Low Risk
AGT26030580,Renewed,26,55,POL20683862,0,Medium Risk
AGT05331358,Renewed,19,90,POL53660854,1,High Risk
AGT65775922,Renewed,3,63,POL89180223,0,High Risk
AGT04486663,Renewed,21,90,POL45095642,1,High Risk
AGT26326271,Not Renewed,30,35,POL48690249,0,Medium Risk
AGT72581630,Not Renewed,26,76,POL27435543,1,High Risk
AGT93643113,Renewed,14,48,POL68371036,0,Medium Risk
AGT91902175,Not Renewed,9,17,POL39957242,0,Low Risk
AGT38570739,Renewed,50,82,POL90638463,1,High Risk
AGT66218206,Not Renewed,2,50,POL11199753,0,Medium Risk
AGT87744221,Not Renewed,49,95,POL36528332,1,High Risk
AGT13149600,Not Renewed,3,14,POL56889817,0,Low Risk
AGT32830470,Not Renewed,12,13,POL08801313,0,Low Risk
AGT98314352,Pending,15,100,POL68995549,1,High Risk
AGT74671912,Not Renewed,13,35,POL29536417,0,Medium Risk
AGT75028371,Not Renewed,37,38,POL53530629,0,Medium Risk
AGT95222087,Renewed,45,86,POL21160213,1,High Risk
AGT08418311,Not Renewed,23,70,POL93493038,1,High Risk
AGT76851801,Not Renewed,18,17,POL19547339,0,Low Risk
AGT36372660,Not Renewed,39,65,POL29207038,0,High Risk
AGT82297821,Not Renewed,33,76,POL56397262,1,High Risk
AGT19604991,Pending,9,42,POL51164854,0,Medium Risk
AGT34618821,Not Renewed,4,19,POL76939080,0,Low Risk
AGT51334907,Not Renewed,31,80,POL78820382,1,High Risk
AGT70273913,Pending,11,74,POL84852929,1,High Risk
AGT95453708,Not Renewed,42,73,POL46236340,1,High Risk
AGT69036559,Pending,36,96,POL82812519,1,High Risk
AGT66789942,Renewed,50,21,POL21798029,0,Low Risk
AGT48351547,Not Renewed,35,59,POL33833286,0,Medium Risk
AGT22059685,Not Renewed,33,97,POL81238149,1,High Risk
AGT60955538,Not Renewed,26,8,POL25740876,0,Low Risk
AGT24794414,Renewed,12,60,POL26074452,0,Medium Risk
AGT86783505,Pending,3,37,POL76989054,0,Medium Risk
AGT90965776,Not Renewed,39,5,POL48662696,0,Low Risk
AGT89731562,Pending,31,7,POL85747478,0,Low Risk
AGT77347831,Not Renewed,12,87,POL31489077,1,High Risk
AGT94990380,Not Renewed,49,21,POL03785266,0,Low Risk
AGT84132566,Pending,15,13,POL64965934,0,Low Risk
AGT31903078,Renewed,31,24,POL14267045,0,Low Risk
AGT48909983,Pending,16,11,POL79867486,0,Low Risk
AGT79645240,Pending,45,2,POL21441518,0,Low Risk
AGT96099923,Renewed,7,6,POL66208661,0,Low Risk
AGT24162859,Pending,8,38,POL46009613,0,Medium Risk
AGT31696641,Renewed,31,74,POL42638741,1,High Risk
AGT69053783,Renewed,49,85,POL88399292,1,High Risk
AGT38605811,Not Renewed,28,50,POL06081128,0,Medium Risk
AGT11203288,Not Renewed,32,64,POL96274415,0,High Risk
AGT86130037,Pending,30,70,POL39707981,1,High Risk
AGT83845705,Not Renewed,49,92,POL45684772,1,High Risk
AGT80019493,Pending,11,14,POL21114405,0,Low Risk
AGT14439757,Renewed,48,22,POL59977317,0,Low Risk
AGT11877671,Not Renewed,16,100,POL50807231,1,High Risk
AGT30035911,Renewed,4,25,POL95336212,0,Low Risk
AGT90855653,Renewed,7,71,POL02246754,1,High Risk
AGT93677555,Not Renewed,11,72,POL89873736,1,High Risk
AGT96066764,Renewed,15,17,POL03710995,0,Low Risk
AGT64207575,Not Renewed,13,19,POL77366966,0,Low Risk
AGT94307195,Not Renewed,28,20,POL20381025,0,Low Risk
AGT43949223,Not Renewed,26,92,POL61983383,1,High Risk
AGT44732334,Not Renewed,48,45,POL77573599,0,Medium Risk
AGT33192592,Renewed,29,40,POL04143745,0,Medium Risk
AGT76816334,Renewed,34,67,POL03368809,0,High Risk
AGT90492019,Pending,30,8,POL45634456,0,Low Risk
AGT07486483,Renewed,30,74,POL09445725,1,High Risk
AGT69327626,Renewed,24,67,POL26928183,0,High Risk
AGT22345488,Renewed,28,35,POL69652935,0,Medium Risk
AGT31153483,Renewed,10,5,POL13413511,0,Low Risk
AGT60845054,Pending,5,73,POL57495535,1,High Risk
AGT00550522,Pending,7,60,POL32252482,0,Medium Risk
AGT74959165,Renewed,42,5,POL97931166,0,Low Risk
AGT85407316,Renewed,22,14,POL89983994,0,Low Risk
AGT39080367,Pending,38,73,POL54056565,1,High Risk
AGT06102604,Not Renewed,50,57,POL80143604,0,Medium Risk
AGT87157372,Renewed,9,99,POL26020657,1,High Risk
AGT17088252,Renewed,2,31,POL92151932,0,Medium Risk
AGT16820557,Not Renewed,47,73,POL38067049,1,High Risk
AGT92059907,Renewed,28,21,POL62323938,0,Low Risk
AGT64760995,Renewed,24,83,POL48112744,1,High Risk
AGT13185456,Renewed,16,84,POL93562061,1,High Risk
AGT88725667,Renewed,35,72,POL07736550,1,High Risk
AGT92295609,Renewed,17,97,POL03121117,1,High Risk
AGT60036568,Pending,33,63,POL16359450,0,High Risk
AGT74963339,Not Renewed,5,60,POL62665179,0,Medium Risk
AGT65868912,Renewed,17,3,POL12156543,0,Low Risk
AGT62236589,Not Renewed,0,62,POL64808892,0,High Risk
AGT80212661,Renewed,11,30,POL73876399,0,Low Risk
AGT09810716,Not Renewed,31,15,POL34826521,0,Low Risk
AGT86154632,Not Renewed,49,93,POL55857160,1,High Risk
AGT89768507,Pending,23,65,POL90480498,0,High Risk
AGT00107625,Renewed,49,47,POL06015860,0,Medium Risk
AGT34982496,Renewed,34,16,POL84892449,0,Low Risk
AGT32587763,Pending,29,64,POL19560921,0,High Risk
AGT85398651,Not Renewed,12,67,POL59147290,0,High Risk
AGT54933182,Pending,25,76,POL69476490,1,High Risk
AGT78528414,Not Renewed,47,29,POL40270611,0,Low Risk
AGT40395647,Renewed,19,2,POL22321187,0,Low Risk
AGT96315257,Pending,23,87,POL77506531,1,High Risk
AGT83036236,Not Renewed,40,23,POL07976771,0,Low Risk
AGT63777538,Not Renewed,43,67,POL45468849,0,High Risk
AGT88656343,Pending,12,88,POL63051562,1,High Risk
AGT57107312,Renewed,3,77,POL94870283,1,High Risk
AGT85303393,Not Renewed,6,81,POL38182158,1,High Risk
AGT11734423,Not Renewed,30,4,POL36090611,0,Low Risk
AGT41651643,Pending,41,2,POL82098917,0,Low Risk
AGT94029881,Renewed,14,57,POL99568401,0,Medium Risk
AGT92061997,Pending,18,12,POL79130344,0,Low Risk
AGT98623839,Pending,29,57,POL49188779,0,Medium Risk
AGT23443615,Pending,39,100,POL98118247,1,High Risk
AGT09872138,Not Renewed,33,73,POL43888562,1,High Risk
AGT93839878,Not Renewed,41,74,POL79654180,1,High Risk
AGT02234907,Pending,50,69,POL43201050,0,High Risk
AGT26690610,Not Renewed,25,49,POL64164417,0,Medium Risk
AGT86671123,Pending,2,19,POL56909701,0,Low Risk
AGT57588254,Renewed,36,42,POL04312649,0,Medium Risk
AGT04997121,Pending,45,23,POL52704029,0,Low Risk
AGT71393725,Renewed,20,17,POL99187964,0,Low Risk
AGT45596397,Not Renewed,46,21,POL09346416,0,Low Risk
AGT07658273,Pending,34,5,POL33880190,0,Low Risk
AGT02132693,Not Renewed,7,73,POL49366333,1,High Risk
AGT69097733,Not Renewed,35,92,POL88774190,1,High Risk
AGT37389460,Pending,28,99,POL46303313,1,High Risk
AGT78283912,Renewed,22,96,POL72761852,1,High Risk
AGT92460405,Pending,12,29,POL78499068,0,Low Risk
AGT34809817,Renewed,38,92,POL46591798,1,High Risk
AGT36557393,Pending,13,43,POL56917671,0,Medium Risk
AGT70909476,Renewed,7,43,POL26477746,0,Medium Risk
AGT89106544,Pending,1,64,POL83870465,0,High Risk
AGT36885199,Renewed,30,14,POL07767138,0,Low Risk
AGT94839232,Not Renewed,41,100,POL90011725,1,High Risk
AGT35187419,Not Renewed,10,27,POL71239767,0,Low Risk
AGT56203759,Not Renewed,8,48,POL91891378,0,Medium Risk
AGT96724565,Pending,19,63,POL46142999,0,High Risk
AGT09076934,Not Renewed,49,92,POL20839843,1,High Risk
AGT31410823,Pending,24,31,POL28045007,0,Medium Risk
AGT91830054,Not Renewed,19,39,POL82823553,0,Medium Risk
AGT56731960,Renewed,35,69,POL92853225,0,High Risk
AGT29257521,Not Renewed,42,96,POL67872849,1,High Risk
AGT85865332,Not Renewed,32,38,POL51108570,0,Medium Risk
AGT66473606,Pending,48,24,POL52952594,0,Low Risk
AGT73840376,Renewed,1,49,POL20348552,0,Medium Risk
AGT17929971,Not Renewed,35,80,POL40907312,1,High Risk
AGT90754727,Renewed,49,89,POL69634824,1,High Risk
AGT19936215,Renewed,28,43,POL63187776,0,Medium Risk
AGT65068120,Pending,30,38,POL92218718,0,Medium Risk
AGT54296810,Pending,4,37,POL15902669,0,Medium Risk
AGT59234143,Pending,32,36,POL17105339,0,Medium Risk
AGT91943436,Pending,7,45,POL67379824,0,Medium Risk
AGT05787876,Not Renewed,4,96,POL33080881,1,High Risk
AGT71507805,Pending,9,18,POL26177163,0,Low Risk
AGT19950895,Pending,3,89,POL92289899,1,High Risk
AGT40767750,Renewed,7,17,POL53317705,0,Low Risk
AGT17854688,Renewed,36,61,POL36981616,0,High Risk
AGT67227439,Renewed,26,30,POL56127428,0,Low Risk
AGT27971733,Not Renewed,11,60,POL77789737,0,Medium Risk
AGT90385937,Renewed,10,45,POL70127485,0,Medium Risk
AGT61525449,Pending,0,74,POL60505158,1,High Risk
AGT75097360,Pending,43,61,POL07319671,0,High Risk
AGT50449865,Renewed,9,83,POL20670070,1,High Risk
AGT44112203,Renewed,35,39,POL49532703,0,Medium Risk
AGT60532647,Not Renewed,47,50,POL23016733,0,Medium Risk
AGT46313429,Renewed,44,75,POL40922873,1,High Risk
AGT22033343,Pending,21,73,POL53156329,1,High Risk
AGT55769526,Pending,16,77,POL28937515,1,High Risk
AGT92208512,Renewed,7,39,POL12104163,0,Medium Risk
AGT80690584,Not Renewed,32,38,POL13187754,0,Medium Risk
AGT96902661,Not Renewed,8,50,POL46564609,0,Medium Risk
AGT64752630,Not Renewed,21,19,POL15165645,0,Low Risk
AGT59421026,Pending,28,95,POL93327871,1,High Risk
AGT20688117,Renewed,18,38,POL12291756,0,Medium Risk
AGT33733491,Renewed,26,100,POL15978608,1,High Risk
AGT18808948,Not Renewed,33,35,POL67053864,0,Medium Risk
AGT32906349,Renewed,7,32,POL02913059,0,Medium Risk
AGT49742452,Pending,23,62,POL99518262,0,High Risk
AGT21359872,Not Renewed,27,35,POL49457170,0,Medium Risk
AGT40389060,Not Renewed,28,20,POL70701103,0,Low Risk
AGT79827611,Not Renewed,1,66,POL04847102,0,High Risk
AGT23405456,Pending,11,92,POL72715668,1,High Risk
AGT47651008,Renewed,6,73,POL30815147,1,High Risk
AGT84349784,Pending,23,40,POL85997412,0,Medium Risk
AGT48627827,Not Renewed,20,85,POL30420925,1,High Risk
AGT07018759,Not Renewed,10,80,POL26751534,1,High Risk
AGT11548315,Not Renewed,2,76,POL15097723,1,High Risk
AGT90382329,Not Renewed,46,40,POL81404875,0,Medium Risk
AGT50355787,Pending,33,63,POL31358869,0,High Risk
AGT47605848,Pending,14,8,POL40579539,0,Low Risk
AGT77375163,Renewed,40,76,POL07342539,1,High Risk
AGT82644856,Pending,7,64,POL39946670,0,High Risk
AGT77811690,Not Renewed,42,54,POL63474388,0,Medium Risk
AGT75098454,Pending,43,65,POL65038532,0,High Risk
AGT16759469,Renewed,39,60,POL88167849,0,Medium Risk
AGT53177035,Not Renewed,44,9,POL10148217,0,Low Risk
AGT04848474,Not Renewed,5,84,POL76204779,1,High Risk
AGT40018505,Pending,3,13,POL24220210,0,Low Risk
AGT72881927,Pending,4,71,POL12716498,1,High Risk
AGT09473893,Not Renewed,45,36,POL37005180,0,Medium Risk
AGT71357121,Pending,49,63,POL33049382,0,High Risk
AGT15626540,Not Renewed,37,76,POL95337810,1,High Risk
AGT32589533,Pending,13,14,POL23308648,0,Low Risk
AGT98109319,Pending,17,14,POL02312997,0,Low Risk
AGT86607311,Not Renewed,0,96,POL77315241,1,High Risk
AGT45333149,Not Renewed,23,94,POL47115213,1,High Risk
AGT11124633,Pending,35,23,POL49874464,0,Low Risk
AGT06822481,Renewed,15,31,POL79096614,0,Medium Risk
AGT64230411,Renewed,38,1,POL76421550,0,Low Risk
AGT08350017,Not Renewed,27,68,POL74615400,0,High Risk
AGT53096895,Pending,49,11,POL61858865,0,Low Risk
AGT98801414,Pending,31,55,POL32001025,0,Medium Risk
AGT87693273,Pending,41,22,POL29477661,0,Low Risk
AGT74761683,Pending,20,45,POL60275519,0,Medium Risk
AGT91826467,Pending,26,46,POL83784659,0,Medium Risk
AGT49567794,Not Renewed,38,1,POL12763634,0,Low Risk
AGT85767318,Pending,43,49,POL30600963,0,Medium Risk
AGT58943617,Renewed,42,78,POL34319547,1,High Risk
AGT26370459,Pending,5,9,POL21879187,0,Low Risk
AGT35586462,Renewed,31,33,POL07768534,0,Medium Risk
AGT38765140,Renewed,27,68,POL72485507,0,High Risk
AGT42090239,Pending,25,35,POL25208231,0,Medium Risk
AGT42633469,Not Renewed,36,96,POL01332140,1,High Risk
AGT18474397,Renewed,3,96,POL47517699,1,High Risk
AGT60816190,Pending,28,27,POL58128936,0,Low Risk
AGT44896761,Pending,28,65,POL32198260,0,High Risk
AGT19551398,Pending,31,71,POL84577702,1,High Risk
AGT30544099,Pending,29,5,POL57207157,0,Low Risk
AGT27849348,Pending,7,3,POL13544300,0,Low Risk
AGT42390234,Pending,11,19,POL45190683,0,Low Risk
AGT40763949,Pending,35,62,POL21669430,0,High Risk
AGT25337786,Not Renewed,3,95,POL28550299,1,High Risk
AGT52885252,Pending,48,63,POL23811097,0,High Risk
AGT65992472,Renewed,20,14,POL28303229,0,Low Risk
AGT10126573,Not Renewed,9,67,POL52933183,0,High Risk
AGT54051605,Not Renewed,6,36,POL03671194,0,Medium Risk
AGT67767397,Not Renewed,38,14,POL87464804,0,Low Risk
AGT01447877,Not Renewed,21,60,POL61065772,0,Medium Risk
AGT67590265,Pending,8,54,POL67096541,0,Medium Risk
AGT29742641,Renewed,14,40,POL48574800,0,Medium Risk
AGT72861129,Not Renewed,29,20,POL20367982,0,Low Risk
AGT37991598,Pending,35,5,POL01530992,0,Low Risk
AGT74100066,Pending,28,91,POL60672344,1,High Risk
AGT55935257,Not Renewed,28,11,POL36866670,0,Low Risk
AGT19949357,Not Renewed,4,1,POL75237627,0,Low Risk
AGT88576173,Renewed,47,90,POL55949918,1,High Risk
AGT32292236,Renewed,34,48,POL83365380,0,Medium Risk
AGT52807308,Pending,18,88,POL22399101,1,High Risk
AGT72041437,Not Renewed,44,10,POL81014728,0,Low Risk
AGT22652652,Renewed,0,49,POL05711134,0,Medium Risk
AGT78068603,Renewed,30,10,POL01930886,0,Low Risk
AGT80613275,Renewed,3,95,POL02268206,1,High Risk
AGT71943369,Not Renewed,31,57,POL96624216,0,Medium Risk
AGT68658805,Renewed,10,79,POL48183700,1,High Risk
AGT53680645,Pending,22,96,POL08689656,1,High Risk
AGT03139588,Pending,21,60,POL98091818,0,Medium Risk
AGT63746736,Renewed,28,53,POL52467400,0,Medium Risk
AGT12735206,Renewed,47,39,POL77410789,0,Medium Risk
AGT64096744,Renewed,34,3,POL39137077,0,Low Risk
AGT19148747,Renewed,3,39,POL69765567,0,Medium Risk
AGT83021883,Not Renewed,4,2,POL04272099,0,Low Risk
AGT70331921,Renewed,8,16,POL96779565,0,Low Risk
AGT03255335,Not Renewed,38,20,POL04331178,0,Low Risk
AGT88677059,Renewed,13,34,POL25573830,0,Medium Risk
AGT33583109,Pending,10,6,POL22879070,0,Low Risk
AGT64269951,Pending,23,77,POL05156789,1,High Risk
AGT31076742,Pending,10,2,POL97318899,0,Low Risk
AGT89569763,Pending,34,100,POL54295320,1,High Risk
AGT42942153,Not Renewed,47,13,POL24211829,0,Low Risk
AGT05900429,Not Renewed,2,48,POL53216568,0,Medium Risk
AGT23361038,Renewed,12,28,POL55243233,0,Low Risk
AGT05934356,Not Renewed,32,10,POL89882153,0,Low Risk
AGT79339431,Renewed,46,86,POL15821242,1,High Risk
AGT06920032,Pending,40,36,POL55302444,0,Medium Risk
AGT06338633,Pending,39,76,POL75483438,1,High Risk
AGT26316428,Not Renewed,37,81,POL41056885,1,High Risk
AGT43930672,Renewed,38,54,POL08751578,0,Medium Risk
AGT75798115,Not Renewed,25,12,POL85425957,0,Low Risk
AGT25592958,Not Renewed,38,45,POL37412181,0,Medium Risk
AGT80909877,Pending,23,88,POL45925285,1,High Risk
AGT61969418,Renewed,44,48,POL75543657,0,Medium Risk
AGT74644679,Pending,42,56,POL11532182,0,Medium Risk
AGT04110181,Pending,23,63,POL98320607,0,High Risk
AGT78964872,Renewed,35,45,POL45391676,0,Medium Risk
AGT90804985,Not Renewed,4,69,POL17800247,0,High Risk
AGT45607090,Pending,29,40,POL06415305,0,Medium Risk
AGT80509452,Pending,6,18,POL85856716,0,Low Risk
AGT31921827,Not Renewed,5,13,POL62254331,0,Low Risk
AGT76588274,Pending,12,68,POL38330072,0,High Risk
AGT11452178,Not Renewed,7,37,POL18753841,0,Medium Risk
AGT09467383,Renewed,9,68,POL22750173,0,High Risk
AGT34387437,Not Renewed,9,7,POL97686386,0,Low Risk
AGT05296158,Renewed,31,79,POL65281628,1,High Risk
AGT44582213,Renewed,22,59,POL08877517,0,Medium Risk
AGT90742549,Not Renewed,41,35,POL86049888,0,Medium Risk
AGT05584970,Renewed,43,82,POL19159127,1,High Risk
AGT79040523,Not Renewed,30,37,POL62185518,0,Medium Risk
AGT96586514,Pending,5,21,POL81605555,0,Low Risk
AGT93284441,Pending,32,52,POL16978594,0,Medium Risk
AGT78322975,Renewed,27,8,POL29655105,0,Low Risk
AGT28003350,Not Renewed,35,83,POL60099234,1,High Risk
AGT79630515,Renewed,30,49,POL19174209,0,Medium Risk
AGT68435567,Not Renewed,7,10,POL41019516,0,Low Risk
AGT84364786,Not Renewed,26,61,POL70872179,0,High Risk
AGT74002037,Not Renewed,49,20,POL64702950,0,Low Risk
AGT68770283,Not Renewed,5,15,POL91015458,0,Low Risk
AGT10496452,Pending,7,60,POL37628555,0,Medium Risk
AGT61395661,Not Renewed,34,12,POL17984911,0,Low Risk
AGT55277126,Not Renewed,39,13,POL34336501,0,Low Risk
AGT80283826,Pending,49,99,POL41495893,1,High Risk
AGT81239809,Pending,11,13,POL24807912,0,Low Risk
AGT23792599,Renewed,31,15,POL08383719,0,Low Risk
AGT28245623,Renewed,45,9,POL35283143,0,Low Risk
AGT04851096,Not Renewed,49,9,POL00638794,0,Low Risk
AGT91584630,Renewed,32,58,POL39150268,0,Medium Risk
AGT73436241,Pending,19,69,POL44829275,0,High Risk
AGT91667342,Renewed,30,79,POL95375629,1,High Risk
AGT21716869,Renewed,27,41,POL25403992,0,Medium Risk
AGT80514088,Not Renewed,27,63,POL05460747,0,High Risk
AGT51692901,Renewed,6,61,POL95475973,0,High Risk
AGT07747556,Pending,34,68,POL55645770,0,High Risk
AGT05190139,Not Renewed,50,56,POL62201641,0,Medium Risk
AGT53570200,Not Renewed,23,4,POL16400516,0,Low Risk
AGT67231516,Renewed,42,50,POL57602095,0,Medium Risk
AGT68013029,Renewed,19,77,POL24546559,1,High Risk
AGT19599980,Renewed,25,39,POL48748875,0,Medium Risk
AGT35232859,Not Renewed,4,79,POL43843486,1,High Risk
AGT61479327,Renewed,7,54,POL72255591,0,Medium Risk
AGT45317003,Renewed,25,69,POL18760277,0,High Risk
AGT78550735,Renewed,27,88,POL51104112,1,High Risk
AGT55179622,Renewed,0,45,POL40049374,0,Medium Risk
AGT86100641,Pending,35,39,POL22613795,0,Medium Risk
